LSOA Code,lsoa_label_01,name,imd_rank_15,imd_decile_15,idaci_rank_15,IDACI Decile 15,geometry,imd_rank_19,imd_decile_19,idaci_rank_19,decile_rank
E01015599,Peterborough 014A,Central,4046,2,7658,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.252367,52.58298,0.0 -0.251875,52.581671,0.0 -0.250385,52.581668,0.0 -0.249802,52.5812,0.0 -0.248819,52.577917,0.0 -0.247097,52.576784,0.0 -0.246797,52.576817,0.0 -0.247,52.577719,0.0 -0.246446,52.577988,0.0 -0.246596,52.578685,0.0 -0.245378,52.579009,0.0 -0.244983,52.57966,0.0 -0.243919,52.579982,0.0 -0.243682,52.580599,0.0 -0.243528,52.578459,0.0 -0.243699,52.577403,0.0 -0.243778,52.577228,0.0 -0.242178,52.576434,0.0 -0.242476,52.575989,0.0 -0.243493,52.576425,0.0 -0.243364,52.576191,0.0 -0.243845,52.576126,0.0 -0.244324,52.576268,0.0 -0.244243,52.576825,0.0 -0.245953,52.576871,0.0 -0.244756,52.575566,0.0 -0.24503,52.575218,0.0 -0.243578,52.574558,0.0 -0.243993,52.574193,0.0 -0.242645,52.57343,0.0 -0.242071,52.573688,0.0 -0.241413,52.575641,0.0 -0.240749,52.575093,0.0 -0.238715,52.575674,0.0 -0.237566,52.576249,0.0 -0.237033,52.576085,0.0 -0.236765,52.575967,0.0 -0.235571,52.576669,0.0 -0.235805,52.577113,0.0 -0.235034,52.577019,0.0 -0.234975,52.576361,0.0 -0.236625,52.573392,0.0 -0.236785,52.57317,0.0 -0.23717,52.571238,0.0 -0.237602,52.57087,0.0 -0.239815,52.570402,0.0 -0.239168,52.569002,0.0 -0.241673,52.568685,0.0 -0.241583,52.568312,0.0 -0.245359,52.56819,0.0 -0.249466,52.573135,0.0 -0.251782,52.576635,0.0 -0.25288,52.578268,0.0 -0.253468,52.579213,0.0 -0.255996,52.583278,0.0 -0.253166,52.583655,0.0 -0.252556,52.583772,0.0 -0.252367,52.58298,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","4,770",2,7705,3
E01015600,Peterborough 014B,Central,2590,1,6626,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.250749,52.582892,0.0 -0.248882,52.582418,0.0 -0.248662,52.582881,0.0 -0.247668,52.582782,0.0 -0.247227,52.582332,0.0 -0.247259,52.581445,0.0 -0.24656,52.581624,0.0 -0.245043,52.58133,0.0 -0.24478,52.580695,0.0 -0.247367,52.580816,0.0 -0.246918,52.580349,0.0 -0.245242,52.580552,0.0 -0.244917,52.580309,0.0 -0.244314,52.580674,0.0 -0.243692,52.580646,0.0 -0.243682,52.580599,0.0 -0.243919,52.579982,0.0 -0.244983,52.57966,0.0 -0.245378,52.579009,0.0 -0.246596,52.578685,0.0 -0.246446,52.577988,0.0 -0.247,52.577719,0.0 -0.246797,52.576817,0.0 -0.247097,52.576784,0.0 -0.248819,52.577917,0.0 -0.249802,52.5812,0.0 -0.250385,52.581668,0.0 -0.251875,52.581671,0.0 -0.252367,52.58298,0.0 -0.25098,52.583291,0.0 -0.250749,52.582892,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,236",1,6509,2
E01015601,Peterborough 012A,Central,4206,2,7988,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.246686,52.587524,0.0 -0.246475,52.586699,0.0 -0.24648,52.586626,0.0 -0.245406,52.584344,0.0 -0.243999,52.584145,0.0 -0.243359,52.583971,0.0 -0.243114,52.58354,0.0 -0.243595,52.582786,0.0 -0.244271,52.583017,0.0 -0.244549,52.582826,0.0 -0.244931,52.583159,0.0 -0.245399,52.582971,0.0 -0.24471,52.581743,0.0 -0.245043,52.58133,0.0 -0.24656,52.581624,0.0 -0.247259,52.581445,0.0 -0.247227,52.582332,0.0 -0.247668,52.582782,0.0 -0.248662,52.582881,0.0 -0.248882,52.582418,0.0 -0.250749,52.582892,0.0 -0.25098,52.583291,0.0 -0.250948,52.583588,0.0 -0.250054,52.583643,0.0 -0.250124,52.583925,0.0 -0.249739,52.584732,0.0 -0.250433,52.584809,0.0 -0.250615,52.585442,0.0 -0.250803,52.585744,0.0 -0.251285,52.585668,0.0 -0.251633,52.586581,0.0 -0.251045,52.587129,0.0 -0.250794,52.586697,0.0 -0.249717,52.586874,0.0 -0.249466,52.587324,0.0 -0.249021,52.586959,0.0 -0.248163,52.587073,0.0 -0.247956,52.58759,0.0 -0.248497,52.588635,0.0 -0.246686,52.587524,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","4,165",2,8797,3
E01015602,Peterborough 014C,Central,2610,1,5149,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.243114,52.58354,0.0 -0.242661,52.582578,0.0 -0.240807,52.581954,0.0 -0.239533,52.581115,0.0 -0.237596,52.5805,0.0 -0.237977,52.579855,0.0 -0.23651,52.579424,0.0 -0.234353,52.57879,0.0 -0.234921,52.577729,0.0 -0.235034,52.577019,0.0 -0.235805,52.577113,0.0 -0.235571,52.576669,0.0 -0.236765,52.575967,0.0 -0.237033,52.576085,0.0 -0.237566,52.576249,0.0 -0.238715,52.575674,0.0 -0.240749,52.575093,0.0 -0.241413,52.575641,0.0 -0.242071,52.573688,0.0 -0.242645,52.57343,0.0 -0.243993,52.574193,0.0 -0.243578,52.574558,0.0 -0.24503,52.575218,0.0 -0.244756,52.575566,0.0 -0.245953,52.576871,0.0 -0.244243,52.576825,0.0 -0.244324,52.576268,0.0 -0.243845,52.576126,0.0 -0.243364,52.576191,0.0 -0.243493,52.576425,0.0 -0.242476,52.575989,0.0 -0.242178,52.576434,0.0 -0.243778,52.577228,0.0 -0.243699,52.577403,0.0 -0.243528,52.578459,0.0 -0.243682,52.580599,0.0 -0.243692,52.580646,0.0 -0.244314,52.580674,0.0 -0.244917,52.580309,0.0 -0.245242,52.580552,0.0 -0.246918,52.580349,0.0 -0.247367,52.580816,0.0 -0.24478,52.580695,0.0 -0.245043,52.58133,0.0 -0.24471,52.581743,0.0 -0.245399,52.582971,0.0 -0.244931,52.583159,0.0 -0.244549,52.582826,0.0 -0.244271,52.583017,0.0 -0.243595,52.582786,0.0 -0.243114,52.58354,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,559",2,10244,4
E01015603,Peterborough 010A,Central,2630,1,4374,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.260705,52.595952,0.0 -0.257191,52.592194,0.0 -0.255297,52.592672,0.0 -0.255992,52.593237,0.0 -0.255452,52.593511,0.0 -0.256067,52.593953,0.0 -0.255452,52.594363,0.0 -0.253424,52.59572,0.0 -0.252378,52.595139,0.0 -0.251659,52.595378,0.0 -0.250113,52.594557,0.0 -0.250327,52.594444,0.0 -0.252021,52.593242,0.0 -0.251672,52.592996,0.0 -0.248496,52.591145,0.0 -0.250099,52.590274,0.0 -0.250678,52.58986,0.0 -0.250142,52.589559,0.0 -0.248553,52.588666,0.0 -0.250099,52.588886,0.0 -0.250112,52.588428,0.0 -0.251445,52.588256,0.0 -0.252205,52.588145,0.0 -0.252585,52.587752,0.0 -0.253304,52.587883,0.0 -0.254188,52.587533,0.0 -0.254286,52.587807,0.0 -0.258442,52.587234,0.0 -0.262238,52.592971,0.0 -0.265772,52.597296,0.0 -0.262828,52.598109,0.0 -0.261452,52.597322,0.0 -0.260705,52.595952,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,279",1,4418,2
E01015604,Peterborough 010B,Central,2628,1,6744,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.248497,52.588635,0.0 -0.247956,52.58759,0.0 -0.248163,52.587073,0.0 -0.249021,52.586959,0.0 -0.249466,52.587324,0.0 -0.249717,52.586874,0.0 -0.250794,52.586697,0.0 -0.251045,52.587129,0.0 -0.251633,52.586581,0.0 -0.251285,52.585668,0.0 -0.250803,52.585744,0.0 -0.250615,52.585442,0.0 -0.250433,52.584809,0.0 -0.249739,52.584732,0.0 -0.250124,52.583925,0.0 -0.250054,52.583643,0.0 -0.250948,52.583588,0.0 -0.25098,52.583291,0.0 -0.252367,52.58298,0.0 -0.252556,52.583772,0.0 -0.253166,52.583655,0.0 -0.255996,52.583278,0.0 -0.258442,52.587234,0.0 -0.254286,52.587807,0.0 -0.254188,52.587533,0.0 -0.253304,52.587883,0.0 -0.252585,52.587752,0.0 -0.252205,52.588145,0.0 -0.251445,52.588256,0.0 -0.250112,52.588428,0.0 -0.250099,52.588886,0.0 -0.248553,52.588666,0.0 -0.248497,52.588635,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,427",2,7932,3
E01015605,Peterborough 008A,Dogsthorpe,6297,2,7599,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.221507,52.594521,0.0 -0.221745,52.592654,0.0 -0.219484,52.592186,0.0 -0.219592,52.591762,0.0 -0.217847,52.591655,0.0 -0.218952,52.589351,0.0 -0.220557,52.589176,0.0 -0.222656,52.588728,0.0 -0.223262,52.588978,0.0 -0.229722,52.591514,0.0 -0.22977,52.591532,0.0 -0.229347,52.591861,0.0 -0.229908,52.592458,0.0 -0.231123,52.592889,0.0 -0.231562,52.593616,0.0 -0.232142,52.593661,0.0 -0.232831,52.593099,0.0 -0.23338,52.593157,0.0 -0.233096,52.5937,0.0 -0.231889,52.594242,0.0 -0.232368,52.594967,0.0 -0.230231,52.595304,0.0 -0.229644,52.594931,0.0 -0.227815,52.595296,0.0 -0.226245,52.594799,0.0 -0.224891,52.595872,0.0 -0.224172,52.595624,0.0 -0.224487,52.594933,0.0 -0.223868,52.59461,0.0 -0.223827,52.593977,0.0 -0.223132,52.594315,0.0 -0.222323,52.594101,0.0 -0.222649,52.596369,0.0 -0.222558,52.596402,0.0 -0.221507,52.594521,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","5,793",2,6549,2
E01015606,Peterborough 013A,Dogsthorpe,10147,4,7853,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.209312,52.597573,0.0 -0.210059,52.594859,0.0 -0.211114,52.593047,0.0 -0.212352,52.591636,0.0 -0.213077,52.590951,0.0 -0.215099,52.588731,0.0 -0.215945,52.588883,0.0 -0.218438,52.589399,0.0 -0.218952,52.589351,0.0 -0.217847,52.591655,0.0 -0.219592,52.591762,0.0 -0.219484,52.592186,0.0 -0.221745,52.592654,0.0 -0.221507,52.594521,0.0 -0.222558,52.596402,0.0 -0.22046,52.596974,0.0 -0.220043,52.596677,0.0 -0.219794,52.596539,0.0 -0.218269,52.595727,0.0 -0.215522,52.595403,0.0 -0.214482,52.595268,0.0 -0.212297,52.595192,0.0 -0.212295,52.59537,0.0 -0.213279,52.59538,0.0 -0.213597,52.595947,0.0 -0.214565,52.595853,0.0 -0.215251,52.596442,0.0 -0.214512,52.596896,0.0 -0.21406,52.596512,0.0 -0.213753,52.596617,0.0 -0.213365,52.59724,0.0 -0.214379,52.5976,0.0 -0.21167,52.597702,0.0 -0.211098,52.598047,0.0 -0.209312,52.597573,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","10,037",4,9028,3
E01015607,Peterborough 007A,Dogsthorpe,2242,1,2413,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.221854,52.60329,0.0 -0.220106,52.600835,0.0 -0.220725,52.60013,0.0 -0.221403,52.599783,0.0 -0.222454,52.600316,0.0 -0.222701,52.600137,0.0 -0.222612,52.599907,0.0 -0.222923,52.60002,0.0 -0.22288,52.599773,0.0 -0.223168,52.59991,0.0 -0.224138,52.599262,0.0 -0.225304,52.599391,0.0 -0.22551,52.599165,0.0 -0.227769,52.600218,0.0 -0.228226,52.59991,0.0 -0.229347,52.60044,0.0 -0.229786,52.60005,0.0 -0.229834,52.600002,0.0 -0.230954,52.599942,0.0 -0.231341,52.59928,0.0 -0.232178,52.599466,0.0 -0.233826,52.598842,0.0 -0.234062,52.599159,0.0 -0.233626,52.599331,0.0 -0.234252,52.599977,0.0 -0.235086,52.600064,0.0 -0.233173,52.600927,0.0 -0.234172,52.602006,0.0 -0.234893,52.602646,0.0 -0.235022,52.603374,0.0 -0.232323,52.60378,0.0 -0.230067,52.604611,0.0 -0.229442,52.60505,0.0 -0.227332,52.603727,0.0 -0.226245,52.603331,0.0 -0.22494,52.604373,0.0 -0.222524,52.60519,0.0 -0.222099,52.605807,0.0 -0.218286,52.605357,0.0 -0.221854,52.60329,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","1,666",1,1412,1
E01015608,Peterborough 008B,Dogsthorpe,5453,2,3895,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.229834,52.600002,0.0 -0.229512,52.599004,0.0 -0.230417,52.598356,0.0 -0.232422,52.598883,0.0 -0.233307,52.597867,0.0 -0.235235,52.597627,0.0 -0.235318,52.597062,0.0 -0.236399,52.596799,0.0 -0.232106,52.596415,0.0 -0.230231,52.595304,0.0 -0.232368,52.594967,0.0 -0.231889,52.594242,0.0 -0.233096,52.5937,0.0 -0.23338,52.593157,0.0 -0.232831,52.593099,0.0 -0.232142,52.593661,0.0 -0.231562,52.593616,0.0 -0.231123,52.592889,0.0 -0.229908,52.592458,0.0 -0.229347,52.591861,0.0 -0.22977,52.591532,0.0 -0.233702,52.592651,0.0 -0.234539,52.592842,0.0 -0.235408,52.593945,0.0 -0.239186,52.594788,0.0 -0.240807,52.594734,0.0 -0.241284,52.595382,0.0 -0.241743,52.595964,0.0 -0.240294,52.596514,0.0 -0.239707,52.596859,0.0 -0.238288,52.598165,0.0 -0.23682,52.598741,0.0 -0.236369,52.599381,0.0 -0.235086,52.600064,0.0 -0.234252,52.599977,0.0 -0.233626,52.599331,0.0 -0.234062,52.599159,0.0 -0.233826,52.598842,0.0 -0.232178,52.599466,0.0 -0.231341,52.59928,0.0 -0.230954,52.599942,0.0 -0.229834,52.600002,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,412",2,4654,2
E01015609,Peterborough 007B,Dogsthorpe,1070,1,748,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.222454,52.600316,0.0 -0.221403,52.599783,0.0 -0.220725,52.60013,0.0 -0.219065,52.599549,0.0 -0.21655,52.597932,0.0 -0.214379,52.5976,0.0 -0.213365,52.59724,0.0 -0.213753,52.596617,0.0 -0.21406,52.596512,0.0 -0.214512,52.596896,0.0 -0.215251,52.596442,0.0 -0.214565,52.595853,0.0 -0.213597,52.595947,0.0 -0.213279,52.59538,0.0 -0.212295,52.59537,0.0 -0.212297,52.595192,0.0 -0.214482,52.595268,0.0 -0.215522,52.595403,0.0 -0.218269,52.595727,0.0 -0.219794,52.596539,0.0 -0.220043,52.596677,0.0 -0.22046,52.596974,0.0 -0.222558,52.596402,0.0 -0.22593,52.598705,0.0 -0.22551,52.599165,0.0 -0.225304,52.599391,0.0 -0.224138,52.599262,0.0 -0.223168,52.59991,0.0 -0.22288,52.599773,0.0 -0.222923,52.60002,0.0 -0.222612,52.599907,0.0 -0.222701,52.600137,0.0 -0.222454,52.600316,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","1,252",1,1212,1
E01015610,Peterborough 008C,Dogsthorpe,4897,2,6733,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.229347,52.60044,0.0 -0.228226,52.59991,0.0 -0.227769,52.600218,0.0 -0.22551,52.599165,0.0 -0.22593,52.598705,0.0 -0.222558,52.596402,0.0 -0.222649,52.596369,0.0 -0.222323,52.594101,0.0 -0.223132,52.594315,0.0 -0.223827,52.593977,0.0 -0.223868,52.59461,0.0 -0.224487,52.594933,0.0 -0.224172,52.595624,0.0 -0.224891,52.595872,0.0 -0.226245,52.594799,0.0 -0.227815,52.595296,0.0 -0.229644,52.594931,0.0 -0.230231,52.595304,0.0 -0.232106,52.596415,0.0 -0.236399,52.596799,0.0 -0.235318,52.597062,0.0 -0.235235,52.597627,0.0 -0.233307,52.597867,0.0 -0.232422,52.598883,0.0 -0.230417,52.598356,0.0 -0.229512,52.599004,0.0 -0.229834,52.600002,0.0 -0.229786,52.60005,0.0 -0.229347,52.60044,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,983",2,5923,2
E01015611,Peterborough 013B,East,3050,1,2207,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.204201,52.572316,0.0 -0.207622,52.569389,0.0 -0.209971,52.569011,0.0 -0.212359,52.569248,0.0 -0.216325,52.569014,0.0 -0.223735,52.566808,0.0 -0.226108,52.567904,0.0 -0.227324,52.568399,0.0 -0.230224,52.568553,0.0 -0.234629,52.568064,0.0 -0.239013,52.568536,0.0 -0.239501,52.568171,0.0 -0.241583,52.568312,0.0 -0.241673,52.568685,0.0 -0.239168,52.569002,0.0 -0.239815,52.570402,0.0 -0.237602,52.57087,0.0 -0.23717,52.571238,0.0 -0.236785,52.57317,0.0 -0.236625,52.573392,0.0 -0.235748,52.573377,0.0 -0.235729,52.573848,0.0 -0.235298,52.573931,0.0 -0.234766,52.574462,0.0 -0.235034,52.574694,0.0 -0.233346,52.574801,0.0 -0.233261,52.575333,0.0 -0.230474,52.575343,0.0 -0.229337,52.575362,0.0 -0.229716,52.57406,0.0 -0.229217,52.574076,0.0 -0.229205,52.574315,0.0 -0.22672,52.574028,0.0 -0.226236,52.574668,0.0 -0.224588,52.575617,0.0 -0.224171,52.575563,0.0 -0.223969,52.57601,0.0 -0.223263,52.575586,0.0 -0.221866,52.575448,0.0 -0.220246,52.574272,0.0 -0.216696,52.573392,0.0 -0.21684,52.573106,0.0 -0.215134,52.571157,0.0 -0.212801,52.571922,0.0 -0.210779,52.573015,0.0 -0.207344,52.576173,0.0 -0.202775,52.574475,0.0 -0.204201,52.572316,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,813",2,4764,2
E01015612,Peterborough 014D,East,3349,2,6281,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.223969,52.57601,0.0 -0.224171,52.575563,0.0 -0.224588,52.575617,0.0 -0.226236,52.574668,0.0 -0.22672,52.574028,0.0 -0.229205,52.574315,0.0 -0.229217,52.574076,0.0 -0.229716,52.57406,0.0 -0.229337,52.575362,0.0 -0.230474,52.575343,0.0 -0.233261,52.575333,0.0 -0.233346,52.574801,0.0 -0.235034,52.574694,0.0 -0.234766,52.574462,0.0 -0.235298,52.573931,0.0 -0.235729,52.573848,0.0 -0.235748,52.573377,0.0 -0.236625,52.573392,0.0 -0.234975,52.576361,0.0 -0.235034,52.577019,0.0 -0.234921,52.577729,0.0 -0.234353,52.57879,0.0 -0.233744,52.579633,0.0 -0.232265,52.581143,0.0 -0.232104,52.581283,0.0 -0.231039,52.580269,0.0 -0.229913,52.580122,0.0 -0.230358,52.579511,0.0 -0.227869,52.578963,0.0 -0.228144,52.57859,0.0 -0.228241,52.578311,0.0 -0.227666,52.578039,0.0 -0.227829,52.57733,0.0 -0.224559,52.576747,0.0 -0.223969,52.57601,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","4,188",2,8946,3
E01015613,Peterborough 013C,East,9055,3,8403,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.203881,52.593229,0.0 -0.204277,52.592715,0.0 -0.205949,52.593237,0.0 -0.20641,52.592858,0.0 -0.206534,52.593226,0.0 -0.207029,52.592869,0.0 -0.20666,52.592211,0.0 -0.207544,52.591436,0.0 -0.208786,52.591679,0.0 -0.209385,52.590471,0.0 -0.210423,52.590415,0.0 -0.210705,52.591104,0.0 -0.212352,52.591636,0.0 -0.211114,52.593047,0.0 -0.210059,52.594859,0.0 -0.209312,52.597573,0.0 -0.209385,52.598097,0.0 -0.208583,52.59837,0.0 -0.205613,52.598001,0.0 -0.20424,52.597263,0.0 -0.203415,52.59612,0.0 -0.20337,52.596115,0.0 -0.203239,52.594641,0.0 -0.203881,52.593229,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","10,665",4,10572,4
E01015614,Peterborough 013D,East,11081,4,7465,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.197742,52.59521,0.0 -0.192746,52.593783,0.0 -0.190943,52.59518,0.0 -0.189863,52.594371,0.0 -0.188113,52.594419,0.0 -0.187065,52.593675,0.0 -0.185524,52.594396,0.0 -0.183556,52.594554,0.0 -0.182809,52.593142,0.0 -0.181321,52.592402,0.0 -0.180926,52.591701,0.0 -0.1791,52.591055,0.0 -0.175894,52.591927,0.0 -0.174198,52.592816,0.0 -0.173123,52.59281,0.0 -0.175374,52.590723,0.0 -0.17376,52.588224,0.0 -0.173518,52.584954,0.0 -0.176219,52.583003,0.0 -0.178555,52.582311,0.0 -0.18007,52.580802,0.0 -0.181835,52.580614,0.0 -0.183601,52.579916,0.0 -0.184421,52.578905,0.0 -0.186488,52.578135,0.0 -0.187505,52.577025,0.0 -0.190701,52.574851,0.0 -0.193033,52.574522,0.0 -0.198333,52.575696,0.0 -0.200316,52.575418,0.0 -0.202775,52.574475,0.0 -0.207344,52.576173,0.0 -0.203899,52.579591,0.0 -0.203668,52.58669,0.0 -0.208241,52.586391,0.0 -0.208523,52.587067,0.0 -0.211255,52.585694,0.0 -0.212159,52.584624,0.0 -0.213835,52.58675,0.0 -0.215665,52.58772,0.0 -0.216132,52.587594,0.0 -0.215945,52.588883,0.0 -0.215099,52.588731,0.0 -0.213077,52.590951,0.0 -0.212352,52.591636,0.0 -0.210705,52.591104,0.0 -0.210423,52.590415,0.0 -0.209385,52.590471,0.0 -0.208786,52.591679,0.0 -0.207544,52.591436,0.0 -0.20666,52.592211,0.0 -0.207029,52.592869,0.0 -0.206534,52.593226,0.0 -0.20641,52.592858,0.0 -0.205949,52.593237,0.0 -0.204277,52.592715,0.0 -0.203881,52.593229,0.0 -0.203239,52.594641,0.0 -0.20337,52.596115,0.0 -0.20061,52.596045,0.0 -0.197742,52.59521,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","10,133",4,3580,2
E01015615,Peterborough 013E,East,8148,3,9903,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.215945,52.588883,0.0 -0.216132,52.587594,0.0 -0.215665,52.58772,0.0 -0.219262,52.582442,0.0 -0.219516,52.582597,0.0 -0.223407,52.582954,0.0 -0.224175,52.582797,0.0 -0.225098,52.582899,0.0 -0.225024,52.583267,0.0 -0.225692,52.582507,0.0 -0.226011,52.583071,0.0 -0.226931,52.583164,0.0 -0.227676,52.582106,0.0 -0.230337,52.581785,0.0 -0.231562,52.58124,0.0 -0.231982,52.58139,0.0 -0.228327,52.583462,0.0 -0.227193,52.585022,0.0 -0.226922,52.585329,0.0 -0.224669,52.58729,0.0 -0.222656,52.588728,0.0 -0.220557,52.589176,0.0 -0.218952,52.589351,0.0 -0.218438,52.589399,0.0 -0.215945,52.588883,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","5,971",2,6090,2
E01015616,Peterborough 013F,East,2698,1,3036,1,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.213835,52.58675,0.0 -0.212159,52.584624,0.0 -0.211255,52.585694,0.0 -0.208523,52.587067,0.0 -0.208241,52.586391,0.0 -0.203668,52.58669,0.0 -0.203899,52.579591,0.0 -0.207344,52.576173,0.0 -0.210779,52.573015,0.0 -0.212801,52.571922,0.0 -0.215134,52.571157,0.0 -0.21684,52.573106,0.0 -0.216696,52.573392,0.0 -0.220246,52.574272,0.0 -0.221866,52.575448,0.0 -0.223263,52.575586,0.0 -0.223969,52.57601,0.0 -0.224559,52.576747,0.0 -0.227829,52.57733,0.0 -0.227666,52.578039,0.0 -0.228241,52.578311,0.0 -0.228144,52.57859,0.0 -0.227869,52.578963,0.0 -0.230358,52.579511,0.0 -0.229913,52.580122,0.0 -0.231039,52.580269,0.0 -0.232104,52.581283,0.0 -0.231982,52.58139,0.0 -0.231562,52.58124,0.0 -0.230337,52.581785,0.0 -0.227676,52.582106,0.0 -0.226931,52.583164,0.0 -0.226011,52.583071,0.0 -0.225692,52.582507,0.0 -0.225024,52.583267,0.0 -0.225098,52.582899,0.0 -0.224175,52.582797,0.0 -0.223407,52.582954,0.0 -0.219516,52.582597,0.0 -0.219262,52.582442,0.0 -0.215665,52.58772,0.0 -0.213835,52.58675,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","3,000",1,4622,2
E01015617,Peterborough 005A,Eye and Thorney,16972,6,16331,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.128467,52.633682,0.0 -0.125061,52.630905,0.0 -0.115287,52.63136,0.0 -0.110239,52.628897,0.0 -0.109564,52.62778,0.0 -0.091951,52.625483,0.0 -0.095181,52.622074,0.0 -0.096712,52.621314,0.0 -0.096814,52.621282,0.0 -0.097698,52.620863,0.0 -0.099953,52.621168,0.0 -0.100348,52.621583,0.0 -0.100853,52.620901,0.0 -0.102664,52.620734,0.0 -0.102596,52.61999,0.0 -0.103669,52.61858,0.0 -0.102779,52.616013,0.0 -0.100255,52.615113,0.0 -0.098379,52.61828,0.0 -0.099768,52.618632,0.0 -0.099594,52.619032,0.0 -0.097097,52.618535,0.0 -0.094391,52.617969,0.0 -0.092534,52.618733,0.0 -0.089233,52.618633,0.0 -0.088897,52.619186,0.0 -0.089217,52.619289,0.0 -0.087277,52.61907,0.0 -0.079151,52.619762,0.0 -0.08012,52.614665,0.0 -0.072414,52.61573,0.0 -0.071384,52.607258,0.0 -0.071061,52.605185,0.0 -0.066891,52.593573,0.0 -0.066308,52.59341,0.0 -0.037236,52.59625,0.0 -0.035944,52.590664,0.0 -0.081306,52.58366,0.0 -0.083421,52.582809,0.0 -0.085224,52.582809,0.0 -0.086218,52.582872,0.0 -0.089245,52.582391,0.0 -0.11735,52.577793,0.0 -0.120633,52.577385,0.0 -0.120741,52.577585,0.0 -0.121382,52.577126,0.0 -0.124423,52.576671,0.0 -0.133053,52.57526,0.0 -0.133913,52.575113,0.0 -0.135156,52.574905,0.0 -0.166044,52.569564,0.0 -0.176997,52.569799,0.0 -0.187009,52.568498,0.0 -0.188191,52.569486,0.0 -0.187508,52.573166,0.0 -0.190439,52.573959,0.0 -0.190701,52.574851,0.0 -0.187505,52.577025,0.0 -0.186488,52.578135,0.0 -0.184421,52.578905,0.0 -0.183601,52.579916,0.0 -0.181835,52.580614,0.0 -0.18007,52.580802,0.0 -0.178555,52.582311,0.0 -0.176219,52.583003,0.0 -0.173518,52.584954,0.0 -0.17376,52.588224,0.0 -0.175374,52.590723,0.0 -0.173123,52.59281,0.0 -0.169185,52.59492,0.0 -0.168611,52.596422,0.0 -0.167214,52.597891,0.0 -0.166595,52.600233,0.0 -0.165708,52.600889,0.0 -0.165487,52.601762,0.0 -0.16448,52.602111,0.0 -0.162976,52.601886,0.0 -0.162382,52.604481,0.0 -0.163289,52.605571,0.0 -0.161135,52.609224,0.0 -0.15991,52.609682,0.0 -0.159598,52.610215,0.0 -0.159843,52.611285,0.0 -0.161209,52.612577,0.0 -0.160733,52.613294,0.0 -0.158928,52.613978,0.0 -0.158613,52.61448,0.0 -0.159428,52.61709,0.0 -0.160245,52.618138,0.0 -0.159734,52.618771,0.0 -0.15989,52.619317,0.0 -0.161192,52.620262,0.0 -0.161884,52.622358,0.0 -0.161342,52.623308,0.0 -0.160379,52.623851,0.0 -0.160294,52.624946,0.0 -0.158996,52.626724,0.0 -0.158768,52.629157,0.0 -0.15766,52.631224,0.0 -0.155008,52.632234,0.0 -0.154741,52.633314,0.0 -0.15392,52.634216,0.0 -0.133731,52.634623,0.0 -0.128467,52.633682,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","15,328",5,21608,7
